Subject,Object,DBSCAN_Cluster,Sentence
temperature,phase,0,"With increasing temperature, the olivine and calcite proportions decrease at all pressures. Phase compositions. The clinopyroxenes in the reaction zones of the subsolidus experiments have 20.3–22.7 wt. % CaO, 14.5–18.3 wt. % MgO, and 0.45–1.23 wt."
reaction,pressure,0,"10.4–10.5 wt.% vs. 0.08–1.0 wt.% at 2.7 GPa and 1000 °C). Importantly, MgO contents of the calcites in reaction zones show a marked increase with increasing pressure (2.8–3.5 wt.% at 1.3 GPa, 8.5–9.9 wt.% at 2.0 GPa, and 10.4–10.5 wt.% at 2.7 GPa) (Fig. 4)."
technology,steel,0,"AISI/DOE Technology roadmap program for the steel industry. http://www.osti.gov/bridge Lackner, K.S., Wendt, C.H., Butt, D.P., Joyce, E.L. and Sharp, D.H. 1995. Carbon dioxide disposal in carbonate minerals. Energy 20, pp. 1154‐1170."
technique,model,0,"Using a hydrogen-trap technique, Wei- dendorfer, et al.23 recently found that the dry solidus of the model a b c R163 2.0 GPa950°C R2063 2.0 GPa1000°C R157 2.0 GPa1100°C 100μm 100μm 100μm Ol Ol Ol CcCc Cc Cpx Cpx Cpx Cpx Carb. melt Carb. melt Fig."
storage,well,0,"For the storage and utilization phase, thermal eﬀects, the potential of leakage, capacity of each well on case by case basis have not been included in the calculations."
phase,reaction,0,"With increasing temperature, the olivine and calcite proportions decrease at all pressures. Phase compositions. The clinopyroxenes in the reaction zones of the subsolidus experiments have 20.3–22.7 wt. % CaO, 14.5–18.3 wt. % MgO, and 0.45–1.23 wt."
mineral,carbon,0,"Permanent storage of carbon dioxide in geological reservoirs by mineral carbonation. Nature Geoscience 2, pp. 837‐841 Komor, S.C., Elthon, D. and Casey, J.F. 1985."
temperature,pressure,0,"For region-speciﬁc costs that are inﬂuenced by ambient temperature and pressure, average weather data for Assam was used as an alternative to data for each of the plant locations."
cost,storage,0,"The power plants have been considered for an amine-based post-combustion retroﬁt and the subsequent energy penalties, increase in cost of electricity, capture and avoidance costs, capital costs, O&M costs, and transport and storage costs are reported and "
capture,transport,0,"The power plants have been considered for an amine-based post-combustion retroﬁt and the subsequent energy penalties, increase in cost of electricity, capture and avoidance costs, capital costs, O&M costs, and transport and storage costs are reported and "
capture,storage,0,"The power plants have been considered for an amine-based post-combustion retroﬁt and the subsequent energy penalties, increase in cost of electricity, capture and avoidance costs, capital costs, O&M costs, and transport and storage costs are reported and "
carbon,carbonate,0,"Their major element totals are 88.2–91.2 wt.%, indicating about 10–12 wt.% volatiles (mostly H2O) in the melts. The carbonatite melts rapidly quenched to glasses with no formation of silicate and carbonate minerals during quenching (Supplementary Fig. 1d)."
capacity,well,0,"For the storage and utilization phase, thermal eﬀects, the potential of leakage, capacity of each well on case by case basis have not been included in the calculations."
transport,storage,0,"The power plants have been considered for an amine-based post-combustion retroﬁt and the subsequent energy penalties, increase in cost of electricity, capture and avoidance costs, capital costs, O&M costs, and transport and storage costs are reported and "
technology,industry,0,"AISI/DOE Technology roadmap program for the steel industry. http://www.osti.gov/bridge Lackner, K.S., Wendt, C.H., Butt, D.P., Joyce, E.L. and Sharp, D.H. 1995. Carbon dioxide disposal in carbonate minerals. Energy 20, pp. 1154‐1170."
utilization,phase,0,"For the storage and utilization phase, thermal eﬀects, the potential of leakage, capacity of each well on case by case basis have not been included in the calculations."
storage,utilization,0,"For the storage and utilization phase, thermal eﬀects, the potential of leakage, capacity of each well on case by case basis have not been included in the calculations."
temperature,carbon,0,"With increasing temperature, the carbonatite melts show an increase in SiO2 and MgO contents, but a decrease in CaO and Na2Ocontents(Fig. 4). The Ca/(Ca+Mg) ratios of near-solidus-carbonatite melts decrease from 0.81 to 0.66 with increasing pressure."
storage,phase,0,"For the storage and utilization phase, thermal eﬀects, the potential of leakage, capacity of each well on case by case basis have not been included in the calculations."
utilization,thermal,0,"For the storage and utilization phase, thermal eﬀects, the potential of leakage, capacity of each well on case by case basis have not been included in the calculations."
steel,industry,0,"AISI/DOE Technology roadmap program for the steel industry. http://www.osti.gov/bridge Lackner, K.S., Wendt, C.H., Butt, D.P., Joyce, E.L. and Sharp, D.H. 1995. Carbon dioxide disposal in carbonate minerals. Energy 20, pp. 1154‐1170."
carbon,pressure,0,"With increasing temperature, the carbonatite melts show an increase in SiO2 and MgO contents, but a decrease in CaO and Na2Ocontents(Fig. 4). The Ca/(Ca+Mg) ratios of near-solidus-carbonatite melts decrease from 0.81 to 0.66 with increasing pressure."
storage,thermal,0,"For the storage and utilization phase, thermal eﬀects, the potential of leakage, capacity of each well on case by case basis have not been included in the calculations."
utilization,capacity,0,"For the storage and utilization phase, thermal eﬀects, the potential of leakage, capacity of each well on case by case basis have not been included in the calculations."
carbon,carbonate,0,"AISI/DOE Technology roadmap program for the steel industry. http://www.osti.gov/bridge Lackner, K.S., Wendt, C.H., Butt, D.P., Joyce, E.L. and Sharp, D.H. 1995. Carbon dioxide disposal in carbonate minerals. Energy 20, pp. 1154‐1170."
utilization,well,0,"For the storage and utilization phase, thermal eﬀects, the potential of leakage, capacity of each well on case by case basis have not been included in the calculations."
storage,capacity,0,"For the storage and utilization phase, thermal eﬀects, the potential of leakage, capacity of each well on case by case basis have not been included in the calculations."
phase,thermal,0,"For the storage and utilization phase, thermal eﬀects, the potential of leakage, capacity of each well on case by case basis have not been included in the calculations."
phase,capacity,0,"For the storage and utilization phase, thermal eﬀects, the potential of leakage, capacity of each well on case by case basis have not been included in the calculations."
phase,well,0,"For the storage and utilization phase, thermal eﬀects, the potential of leakage, capacity of each well on case by case basis have not been included in the calculations."
thermal,capacity,0,"For the storage and utilization phase, thermal eﬀects, the potential of leakage, capacity of each well on case by case basis have not been included in the calculations."
thermal,well,0,"For the storage and utilization phase, thermal eﬀects, the potential of leakage, capacity of each well on case by case basis have not been included in the calculations."
thermal,regulatory,0,"Approval of tariﬀ for Bongaigaon Thermal Power Station, in 45/GT/2016, ed C. E. R. Commission (New Delhi: Central Electricity Regulatory Commission), 1–87. Bharali, B., and Borgohain, P. (2013)."
heat,project,0,"Civil, Structural, Piling & Architectural Works of 1 X 38 Mw Stg, 3 Nos. Hrsg & Bops For Apgcl/Lakwa Waste Heat Recovery Project (Phi), Assam. Kolkata: Bharat Heavy Electricals Limited. Borah, A. (2010, December 26)."
environmental,cost,0,"Environmental beneﬁts at both point-sources were considered, and the recommendations of the paper are supported by higher cost of avoidance of CO2 as compared to the cost of capture."
cost,capture,0,"Environmental beneﬁts at both point-sources were considered, and the recommendations of the paper are supported by higher cost of avoidance of CO2 as compared to the cost of capture."
analysis,chemical,0,CONCLUSIONS In this paper a techno-economic analysis for the deployment of CCUS in Assam has been carried out across 3 power plants and a chemical plant.
storage,carbon,0,"Available online at: https://bvfcl.com/about/ (Accessed April 16, 2018). Braun (2016). Not in my backyard: CCS storage sites and public perception of CCS, in Kiel Working Papers. Kiel. Carbon Capture and Storage Association (2011a). Capture."
cost,capture,0,"Environmental beneﬁts at both point-sources were considered, and the recommendations of the paper are supported by higher cost of avoidance of CO2 as compared to the cost of capture."
storage,capture,0,"Available online at: https://bvfcl.com/about/ (Accessed April 16, 2018). Braun (2016). Not in my backyard: CCS storage sites and public perception of CCS, in Kiel Working Papers. Kiel. Carbon Capture and Storage Association (2011a). Capture."
cost,capture,0,"The power plants have been considered for an amine-based post-combustion retroﬁt and the subsequent energy penalties, increase in cost of electricity, capture and avoidance costs, capital costs, O&M costs, and transport and storage costs are reported and "
capture,storage,0,"Available online at: https://bvfcl.com/about/ (Accessed April 16, 2018). Braun (2016). Not in my backyard: CCS storage sites and public perception of CCS, in Kiel Working Papers. Kiel. Carbon Capture and Storage Association (2011a). Capture."
cost,transport,0,"The power plants have been considered for an amine-based post-combustion retroﬁt and the subsequent energy penalties, increase in cost of electricity, capture and avoidance costs, capital costs, O&M costs, and transport and storage costs are reported and "
sector,project,0,India: Assam Power Sector Enhancement Investment Program - Tranche 4. Sovereign (Public) Project. AspenTech (2017). Aspen Plus (V10.1). Aspen Technology. Assam Electricity Regulatory Commission (2012).
storage,carbon,0,"Available online at: http://www.ccsassociation.org/what-is-ccs/capture/ (Accessed January 9, 2019). Carbon Capture and Storage Association (2011b). What is CCS? Carbon Capture and Storage Association."
storage,capture,0,"Available online at: https://bvfcl.com/about/ (Accessed April 16, 2018). Braun (2016). Not in my backyard: CCS storage sites and public perception of CCS, in Kiel Working Papers. Kiel. Carbon Capture and Storage Association (2011a). Capture."
environmental,model,0,"Available online at: http://www.ccsassociation.org/ what-is-ccs/ (Accessed April 20, 2017). Carnegie Mellon University (2017). Integrated Environmental Control Model (11.2). Department of Engineering and Public Policy. Central Electricity Authority (2016)."
capture,storage,0,"Carbon capture and storage readiness index: comparative review of global progress towards wide-scale deployment. Energy Procedia 114, 7348–7355. doi: 10.1016/j.egypro.2017.03.1585 Department of Science and Technology (2017). Annual Report 2017."
carbon,storage,0,"Available online at: http://www.ccsassociation.org/what-is-ccs/capture/ (Accessed January 9, 2019). Carbon Capture and Storage Association (2011b). What is CCS? Carbon Capture and Storage Association."
project,technology,0,India: Assam Power Sector Enhancement Investment Program - Tranche 4. Sovereign (Public) Project. AspenTech (2017). Aspen Plus (V10.1). Aspen Technology. Assam Electricity Regulatory Commission (2012).
storage,capture,0,"Available online at: http://www.ccsassociation.org/what-is-ccs/capture/ (Accessed January 9, 2019). Carbon Capture and Storage Association (2011b). What is CCS? Carbon Capture and Storage Association."
environmental,policy,0,"Available online at: http://www.ccsassociation.org/ what-is-ccs/ (Accessed April 20, 2017). Carnegie Mellon University (2017). Integrated Environmental Control Model (11.2). Department of Engineering and Public Policy. Central Electricity Authority (2016)."
gas,industry,0,"Evolution of Indian Oil and Gas Industry. Directorate General of Hydrocarbon, Ministry of Petroleum and Frontiers in Energy Research | www.frontiersin.org 13 March 2019 | Volume 7 | Article 12"
cost,utilization,0,"In line with this, Yanez et al. (2020) pro- posed that the cost of carbon capture and storage is largely reduced by integrating CO2 storage and utilization facility for EOR."
